SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
56564,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-06-2024 05:30,12.4
56565,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-06-2024 08:30,6.2
56566,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-06-2024 11:30,1.6
56567,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-06-2024 14:30,1.8
56568,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-06-2024 23:30,6
56569,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 02:30,10.6
56570,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 08:30,8.4
56571,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 11:30,36.8
56572,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 14:30,1.6
56573,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 20:30,4.6
56574,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-06-2024 23:30,24.4
56575,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-06-2024 02:30,12.4
56576,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-06-2024 05:30,10.2
56577,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-06-2024 11:30,4
56578,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-06-2024 02:30,12.2
56579,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-06-2024 05:30,8
56580,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-06-2024 11:30,2.8
56581,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-06-2024 14:30,1.6
56582,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-06-2024 20:30,1.8
56583,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 02:30,40.2
56584,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 05:30,28.4
56585,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 08:30,16.8
56586,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 11:30,1.8
56587,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 20:30,1.8
56588,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-06-2024 23:30,4.6
56589,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-06-2024 02:30,2
56590,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-06-2024 05:30,4.2
56591,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-06-2024 08:30,16.8
56592,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-06-2024 02:30,16.2
56593,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-06-2024 11:30,8.6
56594,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-06-2024 14:30,2.2
56595,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-06-2024 02:30,1
56596,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-06-2024 05:30,4.8
56597,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-06-2024 08:30,28
56598,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-06-2024 17:30,0.4
56599,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,29-06-2024 20:30,6.4
56600,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-06-2024 08:30,14.2
56601,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-06-2024 20:30,6.4
56602,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-07-2024 02:30,2.4
56603,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-07-2024 05:30,8
56604,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-07-2024 08:30,6.2
56605,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-07-2024 17:30,8.2
56606,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-07-2024 23:30,18
56607,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-07-2024 02:30,42
56608,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-07-2024 05:30,10.2
56609,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-07-2024 20:30,8
56610,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-07-2024 23:30,12.6
56611,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-07-2024 02:30,4.6
56612,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-07-2024 17:30,4.2
56613,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-07-2024 08:30,14
56614,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-07-2024 05:30,1.2
56615,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-07-2024 11:30,6
56616,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-07-2024 17:30,4.8
56617,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-07-2024 02:30,4.2
56618,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,12-07-2024 08:30,2.6
56619,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-07-2024 02:30,2.4
56620,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-07-2024 17:30,1.6
56621,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,17-07-2024 23:30,0.8
56622,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,18-07-2024 02:30,1.2
56623,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,21-07-2024 02:30,6
56624,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-07-2024 02:30,24
56625,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-07-2024 05:30,4.2
56626,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,23-07-2024 17:30,22.8
56627,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-07-2024 23:30,18
56628,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-07-2024 02:30,4
56629,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-07-2024 02:30,2
56630,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-08-2024 05:30,3
56631,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-08-2024 08:30,8.4
56632,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-08-2024 17:30,2.6
56633,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-08-2024 23:30,1.6
56634,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-08-2024 08:30,4
56635,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-08-2024 14:30,4.6
56636,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-08-2024 20:30,2.8
56637,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-08-2024 23:30,10.2
56638,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-08-2024 02:30,6
56639,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-08-2024 05:30,8.2
56640,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-08-2024 17:30,2.8
56641,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,09-08-2024 23:30,2
56642,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2024 02:30,2.4
56643,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2024 05:30,7.8
56644,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-08-2024 08:30,1.2
56645,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,15-08-2024 17:30,4.2
56646,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,19-08-2024 11:30,2
56647,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-08-2024 08:30,2.4
56648,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-08-2024 11:30,1.6
56649,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-08-2024 14:30,4.6
56650,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,20-08-2024 17:30,1.6
56651,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-08-2024 17:30,16
56652,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-08-2024 20:30,2
56653,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-09-2024 23:30,6
56654,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-09-2024 11:30,2.6
56655,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,11-09-2024 14:30,4.2
56656,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,16-09-2024 17:30,0.8
56657,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-09-2024 11:30,0.2
56658,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,26-09-2024 02:30,2
56659,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,26-09-2024 05:30,2.6
56660,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,28-09-2024 14:30,4
56661,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-09-2024 08:30,6.2
56662,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-10-2024 02:30,4.2
56663,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-10-2024 08:30,12.6
56664,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-10-2024 11:30,4.2
56665,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,01-10-2024 14:30,2
56666,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-10-2024 02:30,8.6
56667,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-10-2024 11:30,10.4
56668,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-10-2024 17:30,2.4
56669,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-10-2024 20:30,2.8
56670,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,03-10-2024 23:30,4
56671,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-10-2024 02:30,2.6
56672,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-10-2024 05:30,8.8
56673,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-10-2024 08:30,8.2
56674,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-10-2024 11:30,6.2
56675,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,04-10-2024 14:30,6.2
56676,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-10-2024 11:30,2
56677,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-10-2024 14:30,1.2
56678,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-10-2024 20:30,6
56679,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,05-10-2024 23:30,1.2
56680,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-10-2024 02:30,1.4
56681,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-10-2024 05:30,1
56682,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,06-10-2024 11:30,0.4
56683,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,10-10-2024 08:30,14.8
56684,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-10-2024 20:30,2.4
56685,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,24-10-2024 23:30,1.2
56686,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-10-2024 02:30,1
56687,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-10-2024 05:30,0.8
56688,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,25-10-2024 08:30,4.2
56689,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-10-2024 02:30,2.2
56690,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,30-10-2024 05:30,2.8
56691,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-10-2024 02:30,6.2
56692,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,31-10-2024 08:30,4.2
56693,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,08-01-2025 08:30,4.2
56694,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,13-02-2025 08:30,0.6
56695,Puthimari NH Rd Xing,CWC,18,Assam,291,KAMRUP,RANGIA,-,-,Brahmaputra,Brahmaputra,Puthimari,-,-,Puthimari,26.36588333,91.65285278,22-02-2025 08:30,5.2
